index,word,sentenceId,sentence,decision,categories,rationale,severeInappropriate
41,caution,12773788,Shall we move forward with caution?,pass,[],Moving forward with caution is a common decision-making phrase that clearly shows caution.,false
42,evil,13425218,Danish words look friendly on paper but turn evil when spoken.,pass,[],The playful contrast between friendly-looking writing and evil speech gives evil a clear figurative use.,false
43,abandon,12777390,True friends never abandon each other.,pass,[],Friends not abandoning each other is a simple relationship context that directly shows abandon.,false
44,intellectual,8343551,All intellectual property is theft from the public domain.,reject,"[""public-controversy"",""weak-teaching-value""]","Calling all intellectual property theft is an ideological claim, so intellectual is embedded in a public controversy rather than a neutral learning context.",false
45,associate,10234391,Tom graduated from community college with an associate degree.,pass,[],An associate degree is a common educational credential that gives associate a clear noun meaning.,false
46,initial,10463318,It's not the initial cost that worries me. It's the upkeep.,pass,[],Initial cost contrasted with upkeep gives initial a direct time-order meaning.,false
47,environment,12768057,Tom is focused on protecting the environment for future generations.,pass,[],"Protecting the environment for future generations is a familiar, neutral civic context.",false
48,scandal,11462429,A cheating scandal threatens to blemish the university's reputation for excellence.,pass,[],A cheating scandal affecting a university reputation gives scandal a clear public-misconduct meaning.,false
49,banquet,12775929,The royal banquet was a feast for the senses.,pass,[],"A royal banquet described as a feast gives banquet a concrete, familiar event context.",false
50,oak,12769264,"He stands like the oak, unshaken by the storm.",pass,[],The oak standing unshaken in a storm gives oak a clear tree reference with a simple metaphor.,false
51,existence,12778582,Can we ever break free from the cycle of existence?,pass,[],The cycle-of-existence question gives existence a clear abstract meaning without needing a prior story.,false
52,finite,12777760,Is the universe infinite or finite?,pass,[],"The contrast between infinite and finite gives finite a precise, self-contained meaning.",false
53,decent,12003516,It's hard to get decent information about what you're supposed to do.,pass,[],Decent information about what to do is a common everyday request that clearly shows decent.,false
54,slash,10718770,The move has sparked alarm and is intensifying efforts to slash energy consumption and find alternatives.,pass,[],Slashing energy consumption is a clear modern use of slash as sharply reducing something.,false
55,alternate,9443585,It's come to be viewed as an alternate spelling.,pass,[],"An alternate spelling is a direct, familiar language example that shows alternate as a different version.",false
56,skip,12318330,I never skip the theme song to this show.,pass,[],Skipping a show's theme song is a familiar media habit that directly demonstrates skip.,false
57,accomplish,12055055,"I was demoralised at times, but I knew I had to forge ahead to accomplish my dream.",pass,[],Forging ahead to accomplish a dream gives accomplish a clear goal-completion meaning.,false
58,contribution,9951046,My contribution is still pending approval.,pass,[],A contribution waiting for approval is a concise workplace or group context that makes contribution clear.,false
59,essence,12767857,Privacy protects the essence of who we are.,pass,[],Privacy protecting who we are gives essence a clear central-quality meaning in a modern context.,false
60,involve,8421520,Divide-and-conquer strategies involve pitting groups against one another.,pass,[],Divide-and-conquer strategies involving groups gives involve a clear relation between an action and people.,false
61,ancestor,12095498,Tabby cats exhibit the typical fur pattern of their wild ancestor.,pass,[],A cat's wild ancestor gives ancestor a concrete family-line meaning with familiar vocabulary.,false
62,dim,11989537,"Uranus is sometimes visible to the naked eye, but is very dim.",pass,[],Uranus being dim to the naked eye provides a clear light-level meaning for dim.,false
63,cute,10054543,You're cute when you sleep. And also when you're awake.,pass,[],"A cat being cute while asleep and awake is a simple, natural description of cute.",false
64,monopoly,8832040,I have a monopoly on the truth.,pass,[],Having a monopoly on the truth is a clear figurative use of monopoly as exclusive control.,false
65,shark,12467700,A shark swam past the porthole.,pass,[],A shark swimming past a porthole is a simple concrete scene with the target unambiguous.,false
66,emerge,12772708,Not until dawn did the truth emerge.,pass,[],Truth emerging at dawn gives emerge a direct coming-to-light meaning.,false
67,conserve,12768043,Mary is learning how to conserve water in her gardening practices.,pass,[],Conserving water in a garden is a practical environmental example that clearly shows conserve.,false
68,inject,11796952,What did they inject you with?,reject,"[""medical-heavy"",""context-dependent""]",Asking what someone was injected with gives inject no object or purpose and leaves the learner dependent on an unstated medical situation.,false
69,interaction,10228572,Cats always need to feel like they have the choice to stop an interaction.,pass,[],"Choosing whether to stop an interaction gives interaction a clear, modern social meaning.",false
70,consequence,12777775,Does every action have a consequence?,pass,[],The question whether every action has a consequence is a direct and readable abstract example.,false
71,recipe,9403566,"I asked Tom for the recipe, but he said it was a secret.",pass,[],Asking for a secret recipe creates a familiar cooking context that clearly identifies recipe.,false
72,orientation,10778152,This orientation course will teach you everything you need to know.,pass,[],An orientation course is a familiar educational setting that makes orientation clear.,false
73,industrial,11570817,These industrial parks were envisaged as havens for domestic and foreign investors.,pass,[],Industrial parks and investors provide a coherent modern economic context for industrial.,false
74,realistic,12759709,The concept of space tourism is becoming more realistic each year.,pass,[],Space tourism becoming more realistic gives realistic a clear contrast with fantasy.,false
75,oppose,11922411,"If you support banning foreign languages, you don't oppose censorship.",pass,[],The sentence uses oppose in a readable logical contrast about support and censorship.,false
76,buck,12331145,The burgers cost a buck apiece.,pass,[],A burger costing a buck is a familiar informal price context that clearly shows buck.,false
77,loyal,12777519,Would you remain loyal in hard times?,pass,[],Remaining loyal in difficult times is a common relationship question that directly shows loyal.,false
78,crowd,12775978,Her Highness smiled as she waved to the crowd.,pass,[],A crowd responding to a royal wave gives crowd a concrete public-group meaning.,false
79,summit,12768262,They reached the summit at dawn.,pass,[],Reaching a summit at dawn is a simple physical journey context that makes summit clear.,false
80,formal,9801002,This is the formal definition of philosophy.,pass,[],"The phrase formal definition places formal in a precise academic usage, and the sentence remains short and self-contained.",false
81,passion,12776137,Are you driven by your passion?,pass,[],"Being driven by passion is a short, modern question that directly illustrates passion.",false
82,insane,11051916,"That was insane, and I would know.",reject,"[""medical-heavy"",""weak-teaching-value""]","That was insane is a vague colloquial judgment, and the speaker's claim to know would not give a default learner a careful modern sense of insane.",false
83,assume,7792170,Let's assume you're right. So what?,pass,[],Let's assume you're right is a familiar conversational conditional that clearly demonstrates assume.,false
84,benefit,11536945,Infinite scrolling actively harms users to benefit corporate interests.,reject,"[""public-controversy"",""political-heavy""]","The sentence presents an adversarial claim about corporate interests and infinite scrolling, adding a loaded debate that is unnecessary for benefit.",false
85,sensation,9631281,I can't enjoy reading without the tactile sensation of a physical book.,pass,[],Tactile sensation from reading a physical book gives sensation a concrete sensory meaning.,false
86,divorce,13148373,Tom and Mary were going through a messy divorce at the time.,pass,[],Going through a messy divorce is an ordinary relationship context that clearly illustrates divorce.,false
87,acknowledge,11770177,Your actions are carrying out a political agenda whether you acknowledge this or not.,reject,"[""public-controversy"",""political-heavy""]","A political agenda is the central accusation, so acknowledge is taught inside a partisan claim rather than a neutral, broadly reusable context.",false
88,transition,12029073,Transition helps trans people. Trust the science.,reject,"[""public-controversy"",""medical-heavy""]",The slogan about trans people and trusting science makes transition depend on a contested identity and medical-policy discussion instead of a neutral meaning.,false
89,grease,10147463,Put some elbow grease into it.,pass,[],Put some elbow grease into it is a common idiom built around grease as effort.,false
90,cathedral,10107577,The old cathedral is a popular tourist attraction.,pass,[],An old cathedral attracting tourists gives cathedral a clear public-building meaning.,false
91,overhear,552742,How charmed I am when I overhear a German word which I understand!,pass,[],Overhearing a word that the speaker understands is a complete and natural listening context for overhear.,false
92,property,9951051,Tom installed security cameras on his property to deter thieves.,pass,[],Security cameras installed on property to deter thieves gives property a clear ownership-and-place meaning.,false
93,endurance,12765387,The space journey tested their skills and endurance.,pass,[],A space journey testing endurance is a clear challenge context with familiar vocabulary.,false
94,purity,8603296,In the name of Purity what lies are told! What queer morality it has engendered.,reject,"[""hate"",""archaic"",""context-dependent""]","The archaic exclamation about queer morality is hostile and opaque, so purity is not presented in a safe, clear default-learning context.",false
95,reference,9140815,Wikipedia is a reference work powered by an endless argument.,pass,[],A reference work powered by discussion gives reference a clear information-source meaning despite the light metaphor.,false
96,identification,10722159,"It is advisable to bring some photographic identification, such as a valid passport.",pass,[],Photographic identification and a passport give identification a concrete travel-document meaning.,false
97,hurricane,11700301,My stream of consciousness is more like a hurricane.,pass,[],A stream of consciousness compared with a hurricane provides a vivid but understandable figurative use.,false
98,erosion,10841928,Tidal waves and coastal erosion have submerged an entire fishing community on Ghana's eastern coast.,pass,[],Coastal erosion submerging a fishing community gives erosion a clear environmental process meaning.,false
99,cable,11674977,I don't have cable because I'm not a boomer.,reject,"[""public-controversy"",""weak-teaching-value""]",The boomer stereotype turns cable into a generational joke and gives the target little teaching value beyond a dismissive cultural reference.,false
100,disease,12764876,The disease spread quickly through the town.,pass,[],"Disease spreading through a town is a direct, understandable example of disease.",false
101,minimum,11930712,Do you really expect me to do the work of five people for minimum wage?,pass,[],Minimum wage gives minimum a familiar lower-limit meaning in a workplace context.,false
102,mutual,12759817,Tom thinks that open communication is key to mutual learning.,pass,[],Open communication supporting mutual learning gives mutual a clear shared relationship meaning.,false
103,sparkle,12776651,He noticed the sparkle in her eyes.,pass,[],"Sparkle in someone's eyes is a common, concrete visual expression that clearly teaches sparkle.",false
104,scale,11928545,"History is being repeated, but on a far vaster scale.",pass,[],History repeating on a larger scale gives scale a clear comparative size meaning.,false
105,breakthrough,10164869,Tom was responsible for more than one significant scientific breakthrough.,pass,[],A scientific breakthrough linked to a person's responsibility gives breakthrough a familiar achievement meaning.,false
106,idiot,11099292,Everyone's entitled to be an idiot.,pass,[],"Everyone being entitled to be an idiot is a simple, direct use of idiot as an insult.",false
107,brood,11091792,Tom brought his whole brood with him.,pass,[],A whole brood accompanying someone gives brood a clear family-group meaning.,false
108,protest,12777365,Do you believe in art as a form of protest?,pass,[],Calling art a form of protest gives protest a clear public-expression meaning without requiring a specific controversy.,false
109,scrape,9365594,I can barely scrape by on what I'm making now.,pass,[],Scraping by on current income is a familiar financial situation that clearly illustrates scrape.,false
110,contrast,12001366,Compare and contrast Cantonese with Mandarin.,pass,[],Comparing two languages gives contrast a direct comparison meaning in a concise sentence.,false
111,essential,12768331,Taking time to care for yourself is essential for your health.,pass,[],Self-care being essential for health is a common modern wellness context that clearly shows essential.,false
112,warrant,10143061,Tom told the cop to come back when he had a warrant.,pass,[],A police warrant is a familiar legal object context that directly illustrates warrant.,false
113,abstract,12777304,He sculpts abstract figures from clay.,pass,[],Sculpting abstract figures from clay gives abstract a clear art-related meaning with concrete action.,false
114,fake,9805399,Is it safe to use fake tan during pregnancy?,pass,[],The question about fake tan is an ordinary product-use context and makes fake clear as not genuine.,false
115,fold,10765107,Fold and unfold along each of the lines to make a crease.,pass,[],Folding along lines to make a crease is a direct household instruction that clearly shows fold.,false
116,classical,12777190,Do you enjoy listening to classical music?,pass,[],Listening to classical music is a familiar cultural preference that makes classical clear.,false
117,medium,11700153,The medium is not the message.,pass,[],"The medium is not the message is a concise, recognizable statement that demonstrates medium as a channel.",false
118,mansion,9004046,Tom grew up in a terraced house just down the road from a ginormous mansion.,pass,[],A terraced house contrasted with a mansion gives mansion a clear ordinary property meaning.,false
119,trademark,11466947,Trademark protection extends only to national borders.,pass,[],Trademark protection ending at national borders gives trademark a clear legal-business meaning.,false
120,phenomenon,9444725,This is a phenomenon that has repeated itself many times throughout history.,pass,[],A repeated historical event is a complete and natural example of phenomenon.,false
121,coarse,11355273,"The coarse sieve mocks the fine sieve, while the sheepskin rug smiles mischievously.",reject,"[""context-too-hard"",""weak-teaching-value""]","The mocking sieve and smiling rug are an opaque personified proverb, so coarse is harder to learn than the sentence's surface contrast suggests.",false
122,combine,11838477,Coffee roasters combine beans from different areas to make coffees with different tastes and qualities.,pass,[],Coffee roasters combining beans gives combine a concrete production meaning with simple vocabulary.,false
123,plaster,9805498,Can I travel on a plane if I have a plaster cast?,pass,[],A plaster cast and air travel provide a clear everyday medical-travel context for plaster.,false
124,indefinite,9416088,Tom's band is on an indefinite hiatus.,pass,[],A band's indefinite hiatus is a common entertainment context that directly illustrates indefinite.,false
125,thrive,12768044,Tom's exploration of sustainable farming techniques has helped his garden thrive.,pass,[],Sustainable farming helping a garden thrive gives thrive a clear healthy-growth meaning.,false
126,encounter,11928579,Tom recognized me from a single encounter at a party three years ago.,pass,[],"A single encounter at a party is a clear, ordinary example of meeting someone once.",false
127,attract,12768016,Tom is focusing on growing plants that attract pollinators.,pass,[],Plants attracting pollinators gives attract a concrete biological relationship that is easy to follow.,false
128,memorize,12363071,Think about the basic genetics you may have learned in school and every vocabulary term you needed to memorize.,pass,[],Remembering genetics and vocabulary learned at school gives memorize a direct study context.,false
129,ridiculous,13420208,I sound ridiculous whenever I try speaking Danish.,pass,[],Finding one's Danish pronunciation ridiculous is a simple self-evaluation context that clearly shows ridiculous.,false
130,commitment,12767818,Improvement is a commitment to yourself.,pass,[],Improvement as a commitment to oneself gives commitment a clear personal-goal meaning.,false
131,eternal,12769086,The mountains stand as eternal guardians.,pass,[],Mountains as eternal guardians is a vivid but understandable figurative use of eternal.,false
132,deadline,10188432,The submission deadline has been extended.,pass,[],An extended submission deadline is a direct administrative example that clearly shows deadline.,false
133,acquire,13036756,You can't acquire a language without consuming it.,pass,[],Acquiring a language through exposure gives acquire a clear learning meaning in a concise statement.,false
134,hatch,12141618,Once the young hatch they are raised in predator-proof pens until they are larger and more predator resistant.,pass,[],Young animals hatching and entering protected pens gives hatch a clear biological process meaning.,false
135,costume,12122200,Tom is the only one who didn't wear a Halloween costume.,pass,[],A Halloween costume is a familiar seasonal object context that clearly demonstrates costume.,false
136,slippery,11663738,Patricia's car skidded on a slippery spot on the road and spun completely around twice.,pass,[],A car skidding on a slippery road is a clear physical situation that directly shows slippery.,false
137,option,12772550,Was this really the only option?,pass,[],"Asking whether something was the only option is a concise, natural use of option.",false
138,cape,9101056,Tom is the only person wearing a cape.,pass,[],One person wearing a cape gives cape a concrete clothing meaning without background.,false
139,condemn,11154913,"You condemn your enemies for a number of horrible things, but you celebrate those things in your allies!",pass,[],The hypocrisy comparison gives condemn a clear judgment meaning in a complete sentence.,false
140,homogeneous,10654591,"It's a heterogeneous group, not a homogeneous one.",pass,[],"Heterogeneous and homogeneous are explicitly contrasted, making homogeneous clear as alike in composition.",false
141,constant,11669612,The constant lies make me wonder if your cause is really so just.,pass,[],Constant lies make constant clear as repeated or continuing over time.,false
142,update,10545369,She's going to try rolling back an update.,pass,[],Rolling back an update is a common modern software action that clearly shows update.,false
143,surgery,9805365,Is it better to have a bath or shower after surgery?,pass,[],Asking about bathing after surgery is a direct and understandable health context for surgery.,false
144,alternative,11591097,"It once seemed like there was no alternative to monarchy, that it was just the way things were.",pass,[],"The historical sentence uses alternative for another possible system, and the contrast with monarchy makes the meaning clear.",false
145,intersection,11166818,The light was still yellow when the car entered the intersection.,pass,[],A yellow light and a car entering a junction give intersection a concrete traffic meaning.,false
146,definition,10179225,"If you come across a word you don't know while reading, look up its definition in the dictionary.",pass,[],Looking up an unknown word in a dictionary is a familiar study action that clearly teaches definition.,false
147,recession,12766071,Will the economy recover from the global recession?,pass,[],"A global recession and economic recovery give recession a familiar, direct meaning.",false
148,haul,10164855,The thieves made off with quite a haul.,pass,[],Thieves making off with a haul gives haul a clear quantity-of-stolen-goods meaning.,false
149,reign,11459273,This is the reign of mediocrity!,reject,"[""context-dependent"",""weak-teaching-value""]","Reign of mediocrity is an ornate abstract slogan with no concrete subject, so the target is not taught through a clear standalone situation.",false
150,plague,10459884,I think I have the plague.,pass,[],"Saying someone may have the plague presents a direct disease meaning in a short, understandable sentence.",false
151,status,10291584,I want to check the status of my order.,pass,[],Checking an order's status is an ordinary customer-service context that directly illustrates status.,false
152,encourage,12767998,How can we encourage more people to protect the environment?,pass,[],Encouraging people to protect the environment gives encourage a clear social-action use.,false
153,convert,12381513,"This is the world's first commercially available pedal generator, allowing to convert your human power into usable electricity.",pass,[],A pedal generator converting human effort into electricity gives convert a concrete transformation meaning.,false
154,tunnel,10112532,I'm starting to see the light at the end of the tunnel.,pass,[],Seeing light at the end of a tunnel is a common idiom that clearly illustrates tunnel in a familiar figurative setting.,false
155,exceptional,10099736,I think this watermelon is exceptional.,pass,[],"Calling a watermelon exceptional is a simple, natural evaluation of quality.",false
156,triumph,12777581,Does good always triumph over evil?,pass,[],Good triumphing over evil is a widely understandable moral contrast that clearly shows triumph.,false
157,objection,11857324,I have no objection to your calling in your friend if I may call in mine.,pass,[],Objecting to a friend calling in another friend is a complete social example of objection.,false
158,exchange,11170654,The stock exchange has been chalking up extraordinary numbers.,pass,[],The stock exchange sentence gives exchange a clear financial-market noun meaning in a complete modern sentence.,false
159,concise,12125475,"We at Focus always strive for clear, concise writing that avoids gobbledygook and jargon.",pass,[],"Clear, concise writing that avoids jargon is a direct educational context for concise.",false
160,bonus,8952223,"Some are just obese, others have a bonus goiter.",reject,"[""medical-heavy"",""weak-teaching-value""]",Obesity and a goiter introduce an unexplained medical and body-focused detail that contributes little to teaching bonus.,false
161,foresee,10094907,I don't foresee ever being able to go to Boston.,pass,[],"Not foreseeing a future trip to Boston is a clear, ordinary use of foresee.",false
162,hesitate,12140223,"If there's ever anything you don't understand, please don't hesitate to ask me.",pass,[],"Not hesitating to ask for clarification is a natural, supportive conversation context that clearly demonstrates hesitate.",false
163,design,10363149,I do graphic design for some T-shirt sites.,pass,[],Graphic design for T-shirt sites is a familiar job activity that clearly illustrates design.,false
164,testify,10031121,Is Tom going to testify against John?,pass,[],Testifying against someone is a common legal context that makes testify unambiguous.,false
165,catholic,12465799,"Tom was very Catholic, but not in a conservative way.",reject,"[""religious-heavy"",""public-controversy""]",Calling Tom very Catholic while qualifying his conservatism makes catholic depend on a personal religious-political identity rather than a neutral context.,false
166,device,9825447,You're already paying to carry a tracking device around.,pass,[],Carrying a tracking device gives device a concrete modern object meaning.,false
167,financial,9949953,I am once again asking for your financial support.,pass,[],Asking for financial support is a common request that directly demonstrates financial.,false
168,cluster,11244047,The cottage was one of a small lonely cluster standing on the edge of an enormous beech wood.,pass,[],A small cluster of cottages in a wood provides a clear group-and-place meaning for cluster.,false
169,inclusive,12777179,Do they foster an inclusive environment?,pass,[],Fostering an inclusive environment is a common social and educational use that clearly shows inclusive.,false
170,gear,12127706,The airline says the aircraft's right-side landing gear had malfunctioned on takeoff.,pass,[],Landing gear malfunctioning during takeoff gives gear a concrete aircraft-part meaning.,false
171,consensus,12321418,There doesn't seem to be consensus on this among speakers.,pass,[],"Lack of consensus among speakers is a concise, natural group-decision context.",false
172,relieve,9390345,Gargle with saltwater to relieve the pain of a sore throat.,pass,[],"Gargling saltwater to relieve a sore throat gives relieve a familiar, understandable health use.",false
173,verge,11985010,"Radiated tortoises are extremely rare, and experts say they may be on the verge of extinction.",pass,[],Rare tortoises approaching extinction give verge a clear near-state meaning without graphic detail.,false
174,solution,12021193,Murdering people is perhaps not the solution to being inconvenienced.,reject,"[""violence"",""self-harm""]","The sentence explicitly treats murdering people as a possible solution, so solution appears in a severe violence context unsuitable for default learning.",true
175,porch,12472073,Grackles keep coming to eat the cat food on the porch.,pass,[],"Birds eating cat food on a porch provide a concrete, everyday setting for porch.",false
176,yell,11451150,"If he's not there, yell back for him.",pass,[],Yelling back for someone is a simple conversational use that clearly demonstrates yell.,false
177,render,12065639,A passing motorist stopped to render aid.,pass,[],A motorist rendering aid gives render a clear formal meaning of providing help.,false
178,evolution,11076028,He is an anthropology professor at our university who studies the evolution of societies.,pass,[],An anthropology professor studying social change gives evolution a clear development-over-time meaning.,false
179,possess,12768666,"You possess a strength that comes not from force, but from grace.",pass,[],Possessing a strength from grace gives possess a clear figurative ownership meaning.,false
180,bounce,12766062,Can the economy bounce back after the crisis?,pass,[],An economy bouncing back after crisis is a familiar recovery context that directly shows bounce.,false
181,abnormal,12188741,Mental illness is a normal response to abnormal circumstances.,pass,[],The contrast between normal and abnormal circumstances gives abnormal a clear deviation meaning.,false
182,blink,12772613,Everything changed in the blink of an eye.,pass,[],The blink of an eye is a familiar idiom that clearly shows blink as a very short moment.,false
183,coalition,12776970,They form a coalition for change.,pass,[],A coalition for change is a simple civic group context that clearly illustrates coalition.,false
184,annoy,11669225,I pronounced his name wrong on purpose to annoy him.,pass,[],Pronouncing a name wrong on purpose gives annoy a direct interpersonal cause-and-effect context.,false
185,negative,9320591,Just because a comment is negative doesn't mean it's true.,pass,[],A negative comment is an ordinary communication example that makes negative directly understandable.,false
186,verse,11613818,"I mostly write free verse, but I employ meter and rhyme from time to time.",pass,[],Free verse with meter and rhyme gives verse a clear poetry meaning and enough contrast to orient the learner.,false
187,motivate,12775177,They motivate each other to succeed.,pass,[],"Motivating one another to succeed is a clear, everyday use of motivate.",false
188,slide,10834344,I'll let it slide this time.,pass,[],Letting an action slide is a common idiom that clearly demonstrates slide in a figurative sense.,false
189,unfold,10765107,Fold and unfold along each of the lines to make a crease.,pass,[],"Folding and unfolding along lines to make a crease is a precise, accessible instruction.",false
190,resolve,12766154,Are diplomatic efforts enough to resolve the crisis?,pass,[],Diplomatic efforts resolving a crisis give resolve a clear problem-solving meaning in simple language.,false
191,cite,12417879,"Please cite an authority on the English language, rather than Grammarly.",pass,[],Citing an English-language authority rather than a grammar tool is a clear modern use of cite.,false
192,appropriate,11236017,Remember to end every sentence with an appropriate punctuation mark.,pass,[],Appropriate punctuation is a direct classroom example that clearly shows appropriate.,false
193,threaten,12110954,Rebellious teenagers often threaten to run away from home.,pass,[],"Teenagers threatening to run away is a complete, familiar example of threaten without graphic harm.",false
194,committee,12838248,I'm speaking on behalf of the small committee.,pass,[],Speaking for a small committee is a simple group-work context that directly illustrates committee.,false
195,mission,12765106,The space mission was an urgent matter for the crew.,pass,[],An urgent matter for a space crew gives mission a clear purposeful-operation meaning.,false
196,diploma,11257157,Tom got his degree from a diploma mill.,pass,[],A diploma mill is a recognizable education context that clearly demonstrates diploma.,false
197,professional,12317707,Professional wrestling is a performance art.,pass,[],Professional wrestling as performance art gives professional a clear occupation-and-performance meaning.,false
198,focus,12767992,Tom's focus on sustainable gardening has inspired his neighbors.,pass,[],Sustainable gardening inspiring neighbors gives focus a clear attention-and-activity meaning.,false
199,electric,10274991,Electric motors deliver strong acceleration because they offer more torque than equivalent gasoline engines.,pass,[],"Electric motors, acceleration, and torque form a coherent accessible engineering context for electric.",false
200,religion,9715179,Any religion or philosophy can be taken to excess.,pass,[],"The sentence directly discusses religion or philosophy without advocating a specific belief, making religion clear.",false
201,orient,10930666,You need a map to orient yourself.,pass,[],A map helping someone orient themselves is a direct practical example with no extra background.,false
